"","X","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.GoodForMeal","attributes.BusinessParking","attributes.Caters","attributes.NoiseLevel","attributes.RestaurantsTakeOut","attributes.RestaurantsPriceRange2","attributes.OutdoorSeating","attributes.BikeParking","attributes.Ambience","attributes.HasTV","attributes.WiFi","attributes.Alcohol","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsDelivery","attributes.BusinessAcceptsCreditCards","Chinese","French","Mexican","Italian","Indian","Japanese","American"
"7950",156851,"TmAbrQoXslJsReCqLfwnXA","Pho Vegas","4251 W Sahara Ave","Las Vegas","NV","89102",36.1439822,-115.1986887,4,113,1,"Vietnamese, Soup, Restaurants","True","False",2,1,NA,"u'quiet'","True","1","False","True",1,"True","u'free'","'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"7951",156863,"Llm_iXzE0-8_XKwI2e4JdA","Saffron JAK","814 E Union Hills Dr, Ste C-6","Phoenix","AZ","85024",33.6561233,-112.0629591,5,133,1,"Food Trucks, Restaurants, Pizza, Persian/Iranian, Food, Bakeries","True","False",2,1,"True","u'average'","True","1","False","True",1,"False","u'no'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,0
"7952",156879,"vK1_qKEG7zHvjiTOsN0CRg","Snooze, An A.M. Eatery","615 S College Ave, Ste 103","Tempe","AZ","85281",33.4238394936,-111.9348013685,4.5,945,1,"Food, Restaurants, Coffee & Tea, Breakfast & Brunch, Diners, Sandwiches","True","False",2,1,"True","'average'","True","2","True","True",3,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"7953",156889,"7iuruLs-q-_RW06IbsBxZw","Arirang Korean BBQ","1370 East Flamingo Rd, Ste 27","Las Vegas","NV","89119",36.1154417,-115.1338935,4.5,200,1,"Barbeque, Korean, Restaurants","True","True",2,1,"True","'average'","False","2","False","True",2,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"7954",156938,"GMBvBDKgOT51xDTpGVphBw","Bombay Indian Cuisine","3049 Las Vegas Blvd","Las Vegas","NV","89109",36.131484904,-115.1644624097,3,148,1,"Halal, Indian, Salad, Restaurants, Pakistani","True","True",2,1,"True","u'average'","True","2","False","True",1,"False","u'free'","u'full_bar'","u'casual'","True","True","True",0,0,0,0,1,0,0
"7955",156951,"QeShrs6cUNBjJoTCkJiB0g","Legends Eatery","500 E North Ave","Pittsburgh","PA","15212",40.4565957,-80.0015054,4,149,1,"Event Planning & Services, Caterers, Restaurants, Italian, Seafood, Gluten-Free, Food, American (New), Desserts, Salad","True","True",1,1,"True","u'average'","True","2","True","True",1,"True","u'free'","u'none'","u'casual'","True","True","True",0,0,0,1,0,0,1
"7956",157082,"xsFeeqZS6PoVvwseEefzEw","PastaBAR","705 N 1st St","Phoenix","AZ","85004",33.4558709,-112.0722832,3.5,113,0,"Ice Cream & Frozen Yogurt, Restaurants, Italian, Food","False","True",NA,1,NA,NA,"True","2","False",NA,NA,NA,NA,"u'full_bar'","u'casual'","True","False","True",0,0,0,1,0,0,0
"7957",157108,"H_FkQxifSo13B2FWjhp36g","Otto Enoteca Pizzeria","3355 Las Vegas Blvd S","Las Vegas","NV","89109",36.122952,-115.168515,3.5,684,0,"Italian, Restaurants, Pizza","True","True",2,1,"False","u'average'","True","2","False","False",0,"False","u'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,1,0,0,0
"7958",157120,"MQI1rSTE2LGrrsPPgenCrA","Master Kim's Korean BBQ","7036 S Durango Dr, Ste 100","Las Vegas","NV","89113",36.0607048,-115.2780632,4.5,241,1,"Restaurants, Korean, Barbeque","True","False",1,1,"False",NA,"True","2","True","False",3,"False","'no'","u'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"7959",157132,"u2q_84hHvKGl5hKnAE7zNw","Sushi Ave","866 N Higley Rd","Gilbert","AZ","85234",33.3660198,-111.722666,4,315,1,"Japanese, Sushi Bars, Restaurants","True","True",2,1,"True","'average'","True","2","False","True",1,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,1,0
"7960",157170,"M9fOuiesoUSaouOqNQ3U2w","Wong's Place","1825 E Baseline Rd.","Tempe","AZ","85283",33.3779385,-111.9062779,4,152,0,"Chinese, Restaurants","True","True",2,1,"True","u'quiet'","True","1","False","True",1,"False","u'no'","u'beer_and_wine'","'casual'","True","False","True",1,0,0,0,0,0,0
"7961",157218,"2KadiQLTen9_mN_dXgKR5A","Chula Seafood","8015 E Roosevelt St","Scottsdale","AZ","85257",33.457762,-111.90824,5,253,1,"Shopping, Wholesale Stores, Seafood, Poke, Specialty Food, Seafood Markets, Restaurants, Food","True","False",1,NA,"True","u'average'","True","2","True","True",1,"False","u'no'","'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"7962",157223,"crstB-H5rOfbXhV8pX0e6g","Ramen Isshin","421 College Street","Toronto","ON","M5T 1T1",43.6563265,-79.4068658,4.5,493,1,"Ramen, Noodles, Tapas/Small Plates, Food, Japanese, Restaurants","True","False",2,1,"False","u'average'","True","2","False","True",1,"False","u'no'","u'beer_and_wine'","u'casual'","True","False",NA,0,0,0,0,0,1,0
"7963",157237,"7m1Oa1VYV98UUuo_6i0EZg","Paradise Valley Burger Company","4001 E Bell Rd, Ste 102","Phoenix","AZ","85032",33.6399134922,-111.9957034773,4.5,1217,1,"Burgers, Restaurants, Mexican, Gluten-Free, American (Traditional)","True","False",2,1,"True","u'average'","True","1","True","True",1,"False","u'no'","u'none'","u'casual'","True","False","True",0,0,1,0,0,0,1
"7964",157255,"v_yCY6NCwxCPIsNZR80UfQ","Donut Bar","124 S 6th St, Ste 140","Las Vegas","NV","89101",36.167814,-115.140447,4,882,1,"Coffee & Tea, Restaurants, Donuts, Food, Breakfast & Brunch","True","False",1,1,"True","'average'","True","1","True","True",1,"False","u'no'","'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"7965",157258,"5TY6bUT3bbl9aHItiIXXqw","Big Al's Oyster Bar","4500 W Tropicana Ave","Las Vegas","NV","89103",36.102562,-115.202089,3.5,325,1,"Seafood, Restaurants, Cajun/Creole","True","True",2,2,"False","u'average'","True","2","False","True",1,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"7966",157293,"LfHUUOyJXWzUbyDrYfHHkw","Panera Bread","2370 W Happy Valley Rd","Phoenix","AZ","85085",33.7145586134,-112.1107135423,3,131,1,"Salad, Soup, Bakeries, Food, Restaurants, Sandwiches","True","False",3,1,"True","u'average'","True","2","True","True",1,"False","u'free'","'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"7967",157306,"XVVFgEY-0MsyEAR8SO7dzg","California Pizza Kitchen","5757 Wayne Newton Blvd","Las Vegas","NV","89119",36.0814661072,-115.1377658982,2.5,201,1,"Salad, Restaurants, Soup, American (Traditional), Pizza","True","False",2,0,"False","u'average'","True","2","False","False",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"7968",157319,"fSFbPfq35Kn5SOIc87OXSA","Big T's BBQ & Smokehouse","2138 Crowchild Trail NW","Calgary","AB","T2M 4N5",51.0708223,-114.1170388,3.5,109,1,"Diners, Restaurants, Breakfast & Brunch, Barbeque","True","True",1,1,"True","u'average'","True","2","False","True",1,"True","'free'","u'full_bar'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"7969",157345,"kkdm8TM6qTaVnrz5XsG0hQ","Kabob Express","4912 S Eastern Ave, Ste 3","Las Vegas","NV","89119",36.0997437,-115.1179817,4.5,305,1,"Persian/Iranian, Halal, Restaurants, Kebab, Afghan, Mediterranean","True","True",2,1,"True","u'quiet'","True","1","False","True",1,"True","u'no'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,0
"7970",157350,"Ly2ShApiomYZwKehwb7eRA","Hiro Sushi","9393 N 90th St, Ste 116","Scottsdale","AZ","85258",33.570389,-111.886452,4.5,649,1,"Sushi Bars, Restaurants, Japanese","True","True",1,1,"False","u'average'","True","2","False","True",1,"False","u'no'","u'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,1,0
"7971",157379,"GozNbjSI1bdpPqqP_LMSBg","Nekter Juice Bar","6137 North Scottsdale Rd, Ste 105","Scottsdale","AZ","85250",33.5269678312,-111.9244492024,4,127,1,"Gluten-Free, Ice Cream & Frozen Yogurt, Local Flavor, Restaurants, Acai Bowls, Food, Juice Bars & Smoothies","True","False",NA,1,"False","'quiet'","True","2","True","True",0,"False","'free'","'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"7972",157382,"zU9w_xRlQSRIYXxGo-HSOA","Carnegie","3400 Las Vegas Blvd S","Las Vegas","NV","89109",36.1205835335,-115.1736427781,3,966,1,"Restaurants, American (Traditional), Sandwiches, American (New), Delis","True","False",1,1,"False","u'average'","True","2","False","False",1,"False","u'no'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,1
"7973",157427,"hLooQDEtgw37K_ajhvm4Xg","Rosati's Pizza Sports Pub","7570 E 6th Ave","Scottsdale","AZ","85251",33.4988638,-111.9180492,3.5,116,0,"Pizza, Sports Bars, Nightlife, Restaurants, Bars","True","True",3,1,"True","u'average'","True","2","True","True",1,"True","'free'","'full_bar'","'casual'","True","True","True",0,0,0,0,0,0,0
"7974",157438,"9GPWnFfwL3teZFax-CPD_A","California Pizza Kitchen at Desert Ridge","21001 N Tatum Blvd, Desert Ridge","Phoenix","AZ","85050",33.676503,-111.974527,3.5,136,1,"Restaurants, Pizza, Salad, American (New), American (Traditional)","True","True",2,0,"True","u'average'","True","2","True","True",1,"True","'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"7975",157449,"GlwOGCjSzts7AnbK9gqmng","Cheddar's Scratch Kitchen","2530 W. Chandler Blvd","Chandler","AZ","85224",33.3064492818,-111.8869385804,3.5,590,1,"Gastropubs, American (Traditional), Restaurants, American (New), Comfort Food","True","True",3,1,"False","u'average'","True","2","True","True",1,"True","'no'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"7976",157461,"Gz9SlLqxS6wnxPvgdOQNrA","Bitter & Twisted Cocktail Parlour","1 W Jefferson St","Phoenix","AZ","85003",33.4469954665,-112.0738730959,4,915,1,"Asian Fusion, Restaurants, Lounges, Nightlife, Bars, Cocktail Bars",NA,"True",NA,1,NA,"'average'",NA,"2","False","False",2,"False","'free'","'full_bar'",NA,"True",NA,"True",0,0,0,0,0,0,0
"7977",157463,"wNXw53wmePcf_V3rF18LUg","Grazie Ristorante","2373 Yonge Street","Toronto","ON","M4P 2C8",43.7093922,-79.3986839,4,367,1,"Wine Bars, Nightlife, Italian, Restaurants, Bars","True","True",1,3,"True","u'average'","True","2","False","True",1,"True","u'free'","u'full_bar'","u'casual'","True","True",NA,0,0,0,1,0,0,0
"7978",157469,"JCmyrBoNl2qfZ-f8I5RA3A","Cafe' Ga Hyang","4362 W Olive Ave","Glendale","AZ","85302",33.5682983124,-112.1536798527,4,268,1,"Restaurants, Chinese, Korean","True","False",3,1,"False","u'average'","True","2","False","False",1,"True","u'no'","u'beer_and_wine'","u'casual'","True","False","True",1,0,0,0,0,0,0
"7979",157470,"hxe8xidZ04BfdqQ-oUADiQ","Charleston's","1040 N 54th St","Chandler","AZ","85226",33.321281,-111.970806,4,249,1,"American (Traditional), Restaurants, Steakhouses","True","True",2,1,"True","u'average'","True","2","True","True",1,"True","'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"7980",157481,"in3zjiaLpNzr9G3K35gAJQ","Vincent Market Bistro","3930 E Camelback Rd","Phoenix","AZ","85018",33.5102829,-111.9962639,4.5,190,1,"Food, Specialty Food, Restaurants, Breakfast & Brunch, Cajun/Creole, French, Pizza, Italian","False","False",2,1,"True","u'average'","True","2","True","True",1,"False","u'no'","u'beer_and_wine'","u'casual'","True","False","True",0,1,0,1,0,0,0
"7981",157483,"SwAZBCyFtVo_8vkRbJhdkA","Culinary Dropout","4455 Paradise Rd","Las Vegas","NV","89169",36.109303,-115.15447,4,948,1,"Nightlife, Beer, Wine & Spirits, American (New), Gastropubs, Food, Restaurants, Bars, Event Planning & Services, Fondue, Venues & Event Spaces","False","True",3,1,"False","u'average'","True","2","True","False",2,"True","'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"7982",157485,"sphMzEIqY1I2Dzv3zLZY2g","Global Restaurant","314 Main St","Pineville","NC","28134",35.0858607085,-80.8904967384,4,151,1,"Mediterranean, Restaurants, Steakhouses, Bars, French, Lounges, American (New), Food, Nightlife","False","True",1,3,"False","u'quiet'","True","3","True","True",0,"True","u'free'","u'full_bar'","u'dressy'","True","False","True",0,1,0,0,0,0,1
"7983",157487,"-_yEVC3_3M6YOsamYfNFEw","Jason's Deli","3910 S Maryland Pkwy","Las Vegas","NV","89119",36.117898,-115.1367955,4,203,1,"American (New), Caterers, Event Planning & Services, Restaurants, Sandwiches, Salad, Delis","True","False",1,1,"True","u'average'","True","1","False","True",1,"True","'free'","u'none'","'casual'","True","True","True",0,0,0,0,0,0,1
"7984",157488,"byWNAuUrvmGTLkbJpXe4iA","Bobby Q - Biltmore","3154 E Camelback Rd","Phoenix","AZ","85016",33.510151,-112.0137937,4.5,206,1,"Restaurants, Nightlife, Cocktail Bars, Steakhouses, Bars, Barbeque, American (Traditional)","True","True",3,0,"True","u'average'","True","2","True","True",0,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"7985",157500,"Y3vtXQz3zPc5AVyUAsAj5Q","Pho Real Vietnamese Restaurant and Bar","440 E McCullough Dr, Ste 206","Charlotte","NC","28262",35.3020949,-80.7477174,3.5,292,1,"Vietnamese, Bars, Food, Nightlife, Bubble Tea, Cocktail Bars, Restaurants","True","False",2,0,"False","u'average'","True","2","False","True",1,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"7986",157584,"CIF-zvPmVk-hVqExQmvw-g","Paramount Middle Eastern Kitchen","2635 Eglinton Avenue W","Mississauga","ON","L5M 7E1",43.55648602,-79.7100194861,3,104,1,"Restaurants, Lebanese, Middle Eastern, Halal","True","True",2,1,"True","'loud'","True","2","True","False",1,"False","u'no'","u'none'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"7987",157604,"jluEI1ZDQDeJlbl-M3YH3Q","Toula Restaurant & Bar","1 Harbour Square, 38th Floor","Toronto","ON","M5J 1A6",43.6408581,-79.377079,2,202,1,"Food, Wine Bars, Bars, Italian, Beer, Wine & Spirits, Restaurants, Nightlife","False","True",NA,1,"True","u'average'","True","3","False","False",0,"False","u'no'","u'full_bar'","u'dressy'","True","False",NA,0,0,0,1,0,0,0
"7988",157678,"lepAu9fXw5R93v0b6mj3vQ","Chompie's","7700 W Arrowhead Towne Ctr, Ste 1145","Glendale","AZ","85308",33.6416717396,-112.2236080746,3.5,232,1,"Breakfast & Brunch, Bakeries, Bagels, Food, Waffles, Sandwiches, Delis, Restaurants","True","True",5,1,"True","u'average'","True","2","True","True",1,"True","'free'","'full_bar'","'casual'","True","True","True",0,0,0,0,0,0,0
"7989",157722,"miMx3VNOW8qPJC5wEGaIOw","Xinh Xinh Cafe","114 N Vine St","Urbana","IL","61802",40.1132039812,-88.2031739193,4,185,1,"Restaurants, Vietnamese","True","False",2,1,"False","u'average'","True","1","False","True",1,"False","u'free'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,0
"7990",157767,"A-KVm7iKLOe1X1yAQP13FA","Udupi Palace","1460 Gerrard Street E","Toronto","ON","M4L 2A3",43.672609,-79.3211209,3.5,168,1,"Vegetarian, Pakistani, Gluten-Free, Indian, Restaurants","True","True",2,1,"True","u'average'","True","2","False","True",1,"False","u'free'","u'none'","u'casual'","True","True",NA,0,0,0,0,1,0,0
"7991",157779,"4m_hApwQ054v3ue_OxFmGw","Patria","480 King Street W","Toronto","ON","M5V 1L7",43.6454236,-79.3962213,4,416,1,"Bars, Spanish, Tapas Bars, Restaurants, Nightlife, Wine Bars","False","True",1,1,"False","u'average'","False","3","True","True",1,"False","u'free'","u'full_bar'","u'dressy'","True","False",NA,0,0,0,0,0,0,0
"7992",157793,"raVyoZbWWuN7JcFUdT7k2g","Sochu House","2801 N Central Ave","Phoenix","AZ","85004",33.47907,-112.073306,4,182,0,"Dance Clubs, Restaurants, Lounges, Asian Fusion, Nightlife, Bars, Thai","False","True",NA,1,"False","u'average'","True","2","False","True",1,"False","u'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,0
"7993",157804,"zaxK3ea92mvEBRy-jttngg","Virgil's Real BBQ - Las Vegas","3545 S Las Vegas Blvd","Las Vegas","NV","89109",36.1176620311,-115.1704301328,4,394,1,"Music Venues, Barbeque, Bars, Nightlife, Arts & Entertainment, Caterers, American (Traditional), Venues & Event Spaces, Event Planning & Services, Restaurants, Salad, Chicken Wings","True","True",2,2,"True","u'average'","True","2","True","False",1,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"7994",157837,"24t7-XcaR6yJi_20CPoB2Q","Sweetie Fry","2307 Lee Rd","Cleveland Heights","OH","44118",41.4968972,-81.5649732,4,116,0,"Street Vendors, Food, Fast Food, Ice Cream & Frozen Yogurt, Restaurants, Local Flavor","True","False",NA,1,"False","u'average'","True","1","False","True",1,"False","u'no'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,0
"7995",157852,"i8rbR-SObU9o7YO0iiqh1A","Modern Margarita","1 E Boston St","Chandler","AZ","85225",33.3021309,-111.8412086,3,101,0,"Salad, Mexican, Bars, Nightlife, Restaurants","False","False",2,1,"False","u'loud'","True","2","True","True",2,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,1,0,0,0,0
"7996",157886,"z5dE6ACPVnoyOOiAynMhmw","Chippy's Fish & Chips","893 Queen Street W","Toronto","ON","M6J 1Q5",43.6455448,-79.4117113,3,103,0,"Seafood, Restaurants, Fish & Chips, Fast Food","True","False",1,1,"False","u'average'","True","2","False","True",1,"False","u'no'","u'none'","u'casual'","False","False",NA,0,0,0,0,0,0,0
"7997",157889,"XlOI0qLdQch7YDAs5A011Q","Moo & Brew","1300 Central Ave","Charlotte","NC","28205",35.2208073675,-80.8169551939,4,258,1,"Beer Gardens, Beer Bar, Nightlife, Burgers, Bars, American (New), Restaurants","True","False",2,1,"False","'average'","True","2","True","True",3,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"7998",157901,"G2Z-4U6cDsDQvT6v3FzYmA","Ricarda's","134 Peter Street","Toronto","ON","M5V 2H2",43.6484621,-79.3936807,4,137,1,"Italian, Bakeries, Tapas Bars, Food, Breakfast & Brunch, Desserts, French, Restaurants, Mediterranean","True","True",3,1,"True","u'average'","True","3","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","True","True",0,1,0,1,0,0,0
"7999",157911,"H8qpFitIesth86zqR4cwYg","Jean Philippe Patisserie","3730 Las Vegas Blvd S","Las Vegas","NV","89109",36.107727,-115.176986,4,1319,0,"Bakeries, Specialty Food, Sandwiches, Restaurants, Desserts, Food, Ice Cream & Frozen Yogurt, Chocolatiers & Shops","True","False",1,1,"False","'average'","True","2","False","False",1,"False","u'no'","'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"8000",157917,"-oUM2uISux96lMGeawHIOA","Sugar Factory","3200 S Las Vegas Blvd, Ste 1240","Las Vegas","NV","89109",36.12677,-115.169178,3.5,752,1,"Nightlife, American (New), Shopping, Restaurants, Cocktail Bars, Flowers & Gifts, American (Traditional), Gift Shops, Food, Candy Stores, Desserts, Chocolatiers & Shops, Bars, Specialty Food","True","True",5,1,"False","u'loud'","True","2","True","False",3,"False","u'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"8001",157961,"vstifTjwsVFXc1aprX9_iQ","Raising Cane's","5660 Centennial Center Blvd","Las Vegas","NV","89149",36.2649695,-115.2567025,4,184,1,"Chicken Shop, Fast Food, Chicken Wings, American (New), Food, Restaurants, American (Traditional)","True","False",3,1,"True","u'average'","True","1","True","True",1,"False","u'no'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,1
"8002",157962,"tulUhFYMvBkYHsjmn30A9w","Hot Sauce Williams Barbecue Restaurant","7815 Carnegie Ave","Cleveland","OH","44103",41.5017823,-81.6339479,3,165,0,"Soul Food, Barbeque, Fast Food, Restaurants","True","False",2,1,"True","u'average'","True","1","False","True",1,"False","u'no'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,0
"8003",157999,"ZdqiRrUik1GWAcMWb2iBdw","Coco and the Director","100 West Trade Street","Charlotte","NC","28202",35.2279912,-80.843388,4,125,1,"Sandwiches, Nightlife, Food, Bars, Restaurants, Lounges, Coffee & Tea","True","False",3,1,"False",NA,"True","1","False","True",1,"False","u'free'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"8004",158014,"q5I1eO_K6AHC-3B8DB9Caw","Choplin's Restaurant","19700 One Norman Blvd, Ste C","Cornelius","NC","28031",35.480913,-80.882426,4,175,1,"Comfort Food, Restaurants, Steakhouses, Beer, Wine & Spirits, Southern, Food, American (Traditional), Seafood, American (New)","False","True",1,1,"True","u'average'","True","2","True","True",0,"True","u'free'","u'full_bar'","u'casual'","True","True","True",0,0,0,0,0,0,1
"8005",158024,"fTfX3vGrV8GYBGcfweY6Kg","Pacific East","28601 Chagrin Blvd, Ste 850","Woodmere","OH","44122",41.462983,-81.47771,3.5,106,1,"Seafood, Sushi Bars, Restaurants, Japanese","True","True",2,1,"True","u'average'","True","2","False","True",1,"False","'no'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,1,0
"8006",158043,"xI8GXDAdJcPX5dIP0acBvw","Bassett Street Brunch Club","444 W Johnson St","Madison","WI","53703",43.072731,-89.393353,4,508,1,"Food, Donuts, Restaurants, American (Traditional), Breakfast & Brunch","True","False",2,2,"True","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","True","True",0,0,0,0,0,0,1
"8007",158049,"s1b39BK1WFRY9200fwFCmg","Wildflower","3111 W Chandler Blvd","Chandler","AZ","85226",33.301694,-111.897176,4,176,1,"Cafes, Coffee & Tea, Breakfast & Brunch, Bakeries, Food, Restaurants, Sandwiches","True","False",3,1,"True","u'average'","True","1","True","True",1,"False","u'free'","u'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"8008",158057,"VeBNqe1pI5QBxVbquv0uoQ","Oregano's Pizza Bistro","1130 S Dobson Rd","Mesa","AZ","85202",33.394295588,-111.8750340007,4,304,1,"Italian, Restaurants, Pizza","True","False",2,1,"True","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,1,0,0,0
"8009",158087,"3RetxRZoakYWEMql5VmmJA","Pancake Cafe","6220 Nesbitt Rd","Fitchburg","WI","53719",43.0115559554,-89.4769208282,3,139,1,"Breakfast & Brunch, Restaurants","True",NA,2,1,"False","u'average'","True","2","False","True",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,0
"8010",158088,"qm7diuwiwwCWdL5V9s9hsA","Yan Grill and Hot Pot","111 S Dobson Rd, Ste 104","Mesa","AZ","85202",33.4125028,-111.8737663,4,106,1,"Chinese, Kebab, Barbeque, Restaurants, Asian Fusion, Seafood, Hot Pot","True","True",3,0,NA,NA,"True","2","False","True",1,"True","u'free'","u'beer_and_wine'","'casual'","True","False","True",1,0,0,0,0,0,0
"8011",158108,"cYhv7XVpqJIpb6BLzZBaFQ","Maya","368 W Bagley Rd","Berea","OH","44017",41.3737324,-81.8665635,4,120,1,"Tex-Mex, Mexican, Restaurants","True","False",2,1,"True","u'average'","True","1","False","True",1,"True","'free'","u'full_bar'","u'casual'","True","False","True",0,0,1,0,0,0,0
"8012",158115,"xIbtbAJLWLNZcqfqF4f-Nw","Salty Sow","4801 E Cactus Rd","Scottsdale","AZ","85254",33.5973398546,-111.9774997563,4,889,1,"American (Traditional), Beer, Wine & Spirits, Food, Gastropubs, Restaurants","False","True",1,1,"False","u'average'","True","2","True","True",2,"True","'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"8013",158159,"UmzMxhZpmhI4aD71KJM6Sg","Filiberto's Mexican Food","1397 E. Williamsfield Rd, Ste 101","Gilbert","AZ","85295",33.3062500838,-111.7601394653,2.5,103,1,"Restaurants, Mexican","True","False",2,1,"True","u'average'","True","1","False","False",1,"True","u'no'","u'none'","u'casual'","True","False","True",0,0,1,0,0,0,0
"8014",158169,"uU1VdmqO6UTCiRgbhQrbsg","Nil Bleu","3706 Rue Saint-Denis","Montréal","QC","H2X 3L7",45.5184551,-73.5711755,4,113,1,"Ethiopian, Restaurants, Vegan","False","True",NA,1,"True","u'average'","True","2","True","True",1,"False","u'no'","u'full_bar'","u'casual'","True","True",NA,0,0,0,0,0,0,0
"8015",158205,"vNwj8u1KbnKPQFMTd3TDWw","Top Shelf Mexican Food & Cantina","3301 W Greenway Rd","Phoenix","AZ","85053",33.6252489,-112.1298368,3,126,1,"Event Planning & Services, Caterers, Restaurants, Mexican","True","False",2,1,"True","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,1,0,0,0,0
"8016",158216,"ZgWjkMSzIV9fAuJJQXSUvA","Market Grille Cafe","7175 W Lake Mead Blvd","Las Vegas","NV","89128",36.195285,-115.24816,4,453,1,"Mediterranean, Greek, Restaurants, Gluten-Free, Vegan, Vegetarian, Italian, Breakfast & Brunch","True","False",3,1,"True","u'average'","True","2","True","True",1,"True","'no'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,1,0,0,0
"8017",158217,"vBV5IbpTgUKuu2HlneE2NA","America's Taco Shop","735 E University Dr","Tempe","AZ","85281",33.4217344,-111.9271489,3.5,140,0,"Restaurants, Mexican, Malaysian","True","False",NA,1,"True","u'average'","True","1","True","True",1,"False","u'free'","u'beer_and_wine'","u'casual'","True","True","True",0,0,1,0,0,0,0
"8018",158218,"mm0qwYzOilFNVV2us5_8Rg","Echo Coffee","2902 N 68th St, Ste 135","Scottsdale","AZ","85251",33.4805378,-111.9353417,4,397,1,"Sandwiches, Restaurants, Desserts, Food, Coffee & Tea","False","False",NA,1,"False","u'quiet'","True","1","True","True",1,"False","u'free'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,0
"8019",158236,"szGbmw_vq3kVU4SfK1x6Sw","Ruths Chris Steak House","6 PPG Pl","Pittsburgh","PA","15222",40.439454,-80.003658,4,124,1,"Restaurants, Steakhouses","False","True",1,1,"False","u'average'","True","4","False","False",1,"True","u'free'","u'full_bar'","u'dressy'","True","False","True",0,0,0,0,0,0,0
"8020",158265,"_ucDskZqK5w1QHkoA_nlRw","Doce Taqueria","1220 E Carson St","Pittsburgh","PA","15203",40.4285929,-79.9855001,4.5,236,1,"Mexican, Food, Restaurants, Food Trucks","True","False",3,1,"False","'average'","True","1","False","True",1,"False","'no'","'none'","u'casual'","False","False","True",0,0,1,0,0,0,0
"8021",158312,"dAkg4Tucp7b5AIPwkqjAGg","Abc the Tavern","1872 W 25th St","Cleveland","OH","44113",41.4856963,-81.7047597,4,117,1,"Nightlife, American (New), Bars, Dive Bars, American (Traditional), Restaurants","False","False",1,1,"True","u'average'","True","1","True","True",1,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
